date,open,high,low,close,volume,value
2004-09-10,56.84,57.09,55.19,56.69,1425037,56.69
2004-09-13,56.34,58.50,56.34,58.18,2007536,58.18
2004-09-14,58.43,60.50,58.43,60.20,6608952,60.20
2004-09-15,60.52,60.83,58.74,59.40,2656409,59.40
2004-09-16,59.17,62.40,59.04,61.95,4577225,61.95
2004-09-17,61.84,62.40,61.34,61.92,4016379,61.92
2004-09-20,61.84,62.30,60.56,61.20,2404158,61.20
2004-09-21,61.17,61.67,60.68,61.42,3609858,61.42
2004-09-22,61.34,61.99,60.34,60.82,2671210,60.82
2004-09-23,58.52,60.34,58.05,58.35,5318572,58.35
2004-09-24,58.34,58.76,56.45,58.40,6456493,58.40
2004-09-27,58.35,59.26,57.19,58.72,4144929,58.72
2004-09-28,58.66,58.66,57.86,58.23,2547905,58.23
2004-09-29,59.34,59.63,57.95,58.88,2366024,58.88
2004-09-30,58.67,59.34,58.00,58.56,3113706,58.56
2004-10-01,59.05,61.87,57.68,60.25,5222817,60.25
2004-10-04,60.64,61.16,59.03,59.26,4915068,59.26
2004-10-05,59.97,60.66,58.94,60.42,3840222,60.42
2004-10-06,60.34,61.80,58.86,59.22,5922724,59.22
2004-10-07,59.00,59.17,57.94,58.37,3907071,58.37
2004-10-08,57.52,58.84,57.27,57.52,4914636,57.52
2004-10-09,57.54,58.76,57.34,58.42,968430,58.42
2004-10-11,58.14,58.82,57.62,57.96,1751288,57.96
2004-10-12,58.34,59.64,57.36,57.62,2778953,57.62
2004-10-14,58.32,59.00,57.04,58.74,2441170,58.74
2004-10-15,58.36,59.47,58.36,59.17,2775035,59.17
2004-10-18,58.32,58.66,57.42,58.24,2298677,58.24
2004-10-19,58.84,60.26,58.50,59.87,2632506,59.87
2004-10-20,60.17,60.67,58.36,58.60,1630904,58.60
2004-10-21,58.00,58.64,58.00,58.26,1717480,58.26
2004-10-25,58.00,58.12,55.92,56.47,2224173,56.47
2004-10-26,56.67,56.84,55.88,56.59,2332635,56.59
2004-10-27,56.67,59.06,56.07,57.30,3197102,57.30
2004-10-28,56.90,59.04,56.90,58.30,4142679,58.30
2004-10-29,59.00,59.00,57.00,57.72,2096289,57.72
2004-11-01,57.47,58.09,55.86,57.72,2250031,57.72
2004-11-02,58.17,59.09,58.17,58.72,2475260,58.72
2004-11-03,59.00,59.39,58.50,58.86,2229147,58.86
2004-11-04,59.67,60.09,58.36,59.28,4851813,59.28
2004-11-05,60.86,66.67,60.86,66.15,18090829,66.15
2004-11-08,66.26,66.34,64.52,65.09,4993436,65.09
2004-11-09,65.00,66.14,64.20,65.60,7360348,65.60
2004-11-10,65.86,69.90,65.86,68.15,13347713,68.15
2004-11-11,68.27,69.25,67.10,68.02,7639580,68.02
2004-11-12,70.00,70.00,67.50,68.22,913646,68.22
2004-11-16,67.50,70.70,65.50,68.89,6864725,68.89
2004-11-17,69.19,73.30,68.84,71.28,6457771,71.28
2004-11-18,71.50,72.84,70.34,70.96,6819139,70.96
2004-11-19,70.93,71.00,68.03,68.39,3169264,68.39
2004-11-22,67.00,67.50,63.26,66.32,4636940,66.32
2004-11-23,66.84,67.97,66.84,67.52,1966342,67.52
2004-11-24,66.67,68.16,66.67,67.35,1864713,67.35
2004-11-25,67.47,67.47,64.59,65.76,6467317,65.76
2004-11-29,65.00,68.98,64.94,68.23,5235548,68.23
2004-11-30,68.67,68.97,65.10,65.49,5847176,65.49
2004-12-01,66.64,67.50,66.22,66.66,6782103,66.66
2004-12-02,67.54,76.66,67.54,72.00,12880720,72.00
2004-12-03,72.00,75.40,70.72,71.35,6475278,71.35
2004-12-06,72.27,74.00,71.74,72.34,3194270,72.34
2004-12-07,68.67,71.67,68.67,71.18,5711630,71.18
2004-12-08,72.17,73.16,70.67,70.99,5195182,70.99
2004-12-09,71.66,72.80,69.72,72.25,6579979,72.25
2004-12-10,71.84,73.17,69.56,70.00,8601716,70.00
2004-12-13,70.42,71.48,70.42,70.76,2490205,70.76
2004-12-14,70.52,72.34,70.20,71.40,4979127,71.40
2004-12-15,71.84,72.46,70.89,71.96,4039886,71.96
2004-12-16,72.34,73.94,71.38,73.56,6752590,73.56
2004-12-17,72.86,74.33,72.82,73.36,4243624,73.36
2004-12-20,72.50,73.34,71.36,72.98,3309939,72.98
2004-12-21,73.00,74.05,72.72,73.55,3152692,73.55
2004-12-22,73.00,74.57,72.50,73.05,3418617,73.05
2004-12-23,72.84,74.27,72.84,73.56,2319484,73.56
2004-12-24,73.26,75.17,73.00,74.62,3580801,74.62
2004-12-27,75.17,75.36,73.72,74.75,2314936,74.75
2004-12-28,75.64,76.74,75.64,76.20,2827131,76.20
2004-12-29,76.67,77.17,75.76,76.47,2441824,76.47
2004-12-30,76.67,77.84,75.53,77.29,3413859,77.29
2004-12-31,77.67,77.67,76.22,76.55,1468073,76.55
2005-01-03,78.00,79.00,76.67,77.68,4324248,77.68
2005-01-04,78.53,79.16,77.76,78.06,4991294,78.06
2005-01-05,76.67,78.16,74.68,75.98,3606804,75.98
2005-01-06,75.17,76.64,74.34,75.60,2144701,75.60
2005-01-07,73.67,78.84,73.67,76.20,1485136,76.20
2005-01-10,76.34,77.16,74.10,74.32,1110856,74.32
2005-01-11,77.34,77.34,72.36,72.74,2128610,72.74
2005-01-12,73.34,73.34,70.50,71.19,2145865,71.19
2005-01-13,71.36,71.92,69.77,70.00,2190394,70.00
2005-01-14,69.67,69.67,67.06,67.42,3716502,67.42
2005-01-17,68.34,69.30,67.42,68.46,8018773,68.46
2005-01-18,68.84,71.67,68.84,69.98,9990724,69.98
2005-01-19,67.34,69.99,66.34,66.85,2210277,66.85
2005-01-20,67.17,68.14,65.36,65.88,3758512,65.88
2005-01-24,66.17,66.17,64.00,64.47,1924026,64.47
2005-01-25,64.00,65.49,63.84,64.92,3593964,64.92
2005-01-27,65.84,66.17,64.37,65.56,8986075,65.56
2005-01-28,66.00,70.82,65.84,69.00,5489084,69.00
2005-01-31,69.97,71.47,69.26,70.82,3010697,70.82
2005-02-01,71.17,72.16,69.09,71.55,3560246,71.55
2005-02-02,71.67,73.32,70.84,72.82,3665217,72.82
2005-02-03,72.84,75.66,72.67,75.05,4944983,75.05
2005-02-04,75.50,76.50,74.76,75.96,3954462,75.96
2005-02-07,76.00,76.64,73.29,73.78,2560720,73.78
2005-02-08,74.26,74.82,72.59,73.57,5393322,73.57
2005-02-09,73.68,75.79,73.68,75.36,4961368,75.36
2005-02-10,75.84,76.16,74.09,75.09,3541353,75.09
2005-02-11,74.84,75.82,74.76,75.36,1928964,75.36
2005-02-14,76.34,76.34,74.70,75.06,1012503,75.06
2005-02-15,75.49,75.49,73.67,74.00,2069543,74.00
2005-02-16,74.17,76.00,74.17,74.63,3585265,74.63
2005-02-17,73.38,74.47,72.72,73.62,2524248,73.62
2005-02-18,73.52,74.32,71.52,71.90,2882388,71.90
2005-02-21,72.34,72.49,71.04,71.35,3060705,71.35
2005-02-22,70.67,71.17,69.62,70.59,5000606,70.59
2005-02-23,69.97,70.67,69.18,69.95,3966438,69.95
2005-02-24,70.30,70.66,68.84,69.22,8114012,69.22
2005-02-25,68.34,70.05,68.34,68.90,3956616,68.90
2005-02-28,68.84,75.17,68.84,71.37,9401950,71.37
2005-03-01,72.50,72.50,66.19,68.04,10404824,68.04
2005-03-02,68.17,68.66,67.38,67.66,4693835,67.66
2005-03-03,67.50,68.50,66.72,68.30,4859031,68.30
2005-03-04,68.30,68.66,67.68,67.99,2473532,67.99
2005-03-07,68.17,68.32,67.38,67.72,2944107,67.72
2005-03-08,67.72,68.99,67.20,68.64,4418593,68.64
2005-03-09,68.34,69.07,66.84,67.12,4235704,67.12
2005-03-10,67.00,67.82,66.86,67.15,2716676,67.15
2005-03-11,67.86,68.32,66.45,66.65,3215233,66.65
2005-03-14,66.67,66.99,65.00,65.66,1863537,65.66
2005-03-15,69.17,69.17,64.52,64.85,3433094,64.85
2005-03-16,65.00,66.47,64.52,65.50,4027719,65.50
2005-03-17,64.64,65.32,64.06,64.46,3410259,64.46
2005-03-18,64.50,64.67,63.00,63.97,2915896,63.97
2005-03-21,65.34,65.84,64.20,64.52,1698659,64.52
2005-03-22,64.67,64.82,63.06,63.36,2146621,63.36
2005-03-23,63.50,64.00,61.70,62.16,4193988,62.16
2005-03-24,61.84,63.49,61.59,62.18,4485028,62.18
2005-03-28,62.84,63.00,59.86,60.89,2141647,60.89
2005-03-29,60.84,60.84,58.17,58.82,4484494,58.82
2005-03-30,59.16,59.17,56.67,58.55,2666327,58.55
2005-03-31,59.17,59.67,58.17,58.92,8810949,58.92
2005-04-01,59.07,62.07,57.84,61.35,4176655,61.35
2005-04-04,60.84,60.84,58.76,59.87,2481752,59.87
2005-04-05,59.87,61.14,58.89,60.50,2978053,60.50
2005-04-06,61.14,61.83,60.34,60.98,4964638,60.98
2005-04-07,61.19,62.02,60.76,61.06,3809702,61.06
2005-04-08,61.19,62.34,60.47,60.70,3517510,60.70
2005-04-11,60.84,61.24,60.00,60.19,2911888,60.19
2005-04-12,60.19,61.62,59.17,60.86,2503663,60.86
2005-04-13,61.27,61.99,60.59,61.02,2594906,61.02
2005-04-15,60.67,61.00,59.67,60.60,2913400,60.60
2005-04-18,59.36,63.14,59.36,62.39,4943861,62.39
2005-04-19,62.39,63.63,60.85,61.30,1579097,61.30
2005-04-20,62.34,62.34,60.42,61.23,1090553,61.23
2005-04-21,60.34,61.80,60.34,61.52,1295959,61.52
2005-04-22,61.67,62.17,60.37,60.66,1987755,60.66
2005-04-25,61.50,61.50,59.79,60.46,1229243,60.46
2005-04-26,60.50,61.16,60.02,60.30,812761,60.30
2005-04-27,58.67,60.26,58.67,59.47,1072236,59.47
2005-04-28,59.47,59.82,58.38,59.07,2891657,59.07
2005-04-29,59.00,59.49,57.44,57.78,1798572,57.78
2005-05-02,58.69,60.84,58.50,60.68,1477768,60.68
2005-05-03,60.66,60.66,59.38,59.96,1345955,59.96
2005-05-04,60.46,61.34,60.18,60.77,960516,60.77
2005-05-05,60.67,61.26,60.52,60.89,1010265,60.89
2005-05-06,60.84,63.34,60.53,63.06,4015023,63.06
2005-05-09,63.32,63.32,61.67,61.96,1694441,61.96
2005-05-10,61.92,62.47,60.17,60.52,2505835,60.52
2005-05-11,60.17,61.09,59.66,60.52,2517240,60.52
2005-05-12,60.86,62.64,60.86,62.26,3023009,62.26
2005-05-13,62.26,63.07,61.66,62.07,1581179,62.07
2005-05-16,62.50,62.96,61.50,62.66,1718044,62.66
2005-05-17,62.66,63.16,61.67,62.70,2698599,62.70
2005-05-18,62.50,62.99,61.34,62.40,2272542,62.40
2005-05-19,63.00,64.17,62.00,62.66,4203144,62.66
2005-05-20,62.84,63.96,62.43,63.32,3381845,63.32
2005-05-23,63.36,66.50,63.36,66.30,1748739,66.30
2005-05-24,66.27,67.00,65.10,66.30,2252389,66.30
2005-05-25,65.84,66.88,64.55,66.52,2549963,66.52
2005-05-26,66.50,66.82,63.84,64.52,5624725,64.52
2005-05-27,64.17,66.50,63.50,65.76,3839430,65.76
2005-05-30,64.34,66.67,64.34,66.36,2500939,66.36
2005-05-31,66.27,66.82,64.17,65.14,1406954,65.14
2005-06-01,65.16,66.33,64.85,65.25,1425523,65.25
2005-06-02,65.82,66.67,64.86,65.46,1744971,65.46
2005-06-03,65.34,66.17,64.29,64.89,2124092,64.89
2005-06-04,65.00,65.17,64.22,64.74,246060,64.74
2005-06-06,65.00,65.00,62.86,63.16,4091573,63.16
2005-06-07,62.69,63.17,61.94,62.49,1569714,62.49
2005-06-08,62.00,62.76,61.36,61.70,1587995,61.70
2005-06-09,63.34,63.34,61.34,62.30,1331597,62.30
2005-06-10,62.63,63.50,61.69,62.83,854417,62.83
2005-06-13,63.50,63.50,62.30,62.32,879874,62.32
2005-06-14,62.00,62.17,60.84,61.33,1703507,61.33
2005-06-15,61.34,62.50,60.84,61.90,2870508,61.90
2005-06-16,62.84,63.32,60.76,61.10,2783873,61.10
2005-06-17,61.08,61.76,60.53,61.37,2505805,61.37
2005-06-20,61.67,63.76,61.52,61.96,4231330,61.96
2005-06-21,62.17,62.64,60.69,60.82,2642166,60.82
2005-06-22,60.84,62.00,60.69,61.53,2075074,61.53
2005-06-23,61.67,61.82,60.67,60.76,1591984,60.76
2005-06-24,60.50,62.42,60.19,61.14,4647284,61.14
2005-06-27,61.17,62.87,60.69,62.39,2166786,62.39
2005-06-28,61.92,63.15,60.70,61.39,3109201,61.39
2005-06-29,61.59,62.59,61.02,61.23,574999,61.23
2005-06-30,60.97,61.67,60.84,61.22,922346,61.22
2005-07-01,61.67,62.34,60.84,61.88,671726,61.88
2005-07-04,61.86,61.86,60.87,61.33,553538,61.33
2005-07-05,61.34,61.50,60.84,60.86,499037,60.86
2005-07-06,60.84,62.42,59.93,62.07,1202118,62.07
2005-07-07,61.84,62.00,59.69,60.39,2271900,60.39
2005-07-08,60.50,61.50,59.68,60.02,813673,60.02
2005-07-11,60.17,60.84,58.67,59.06,1074798,59.06
2005-07-12,59.02,60.00,57.67,58.19,1160948,58.19
2005-07-13,59.17,59.17,56.93,57.62,1775713,57.62
2005-07-14,57.59,58.14,56.67,56.72,1682748,56.72
2005-07-15,57.30,58.14,56.67,56.88,2049948,56.88
2005-07-18,57.50,57.50,56.52,57.12,923594,57.12
2005-07-19,57.20,57.75,57.13,57.40,797132,57.40
2005-07-20,57.65,57.82,56.50,57.40,1478572,57.40
2005-07-21,57.82,58.26,57.34,57.54,1091183,57.54
2005-07-22,57.54,59.16,57.52,58.63,2862847,58.63
2005-07-25,59.16,59.17,58.67,59.00,658947,59.00
2005-07-26,59.19,59.26,58.17,59.12,1649552,59.12
2005-07-27,58.34,60.84,58.34,60.07,1990124,60.07
2005-07-29,60.82,62.17,57.67,61.10,4223741,61.10
2005-08-01,60.00,63.00,58.36,62.03,2337693,62.03
2005-08-02,62.59,65.67,62.26,64.57,4224473,64.57
2005-08-03,64.57,65.67,62.69,64.52,1961644,64.52
2005-08-04,64.50,64.50,61.88,62.27,1334627,62.27
2005-08-05,62.34,63.94,60.87,61.22,1210463,61.22
2005-08-08,61.50,61.66,59.34,59.99,1146339,59.99
2005-08-09,59.34,60.00,58.52,58.72,743099,58.72
2005-08-10,58.76,61.22,56.67,60.39,4131603,60.39
2005-08-11,59.22,60.92,59.16,60.42,2087074,60.42
2005-08-12,60.00,61.67,59.34,60.00,1646024,60.00
2005-08-16,60.00,60.84,58.67,59.00,648358,59.00
2005-08-17,58.92,60.57,58.84,60.32,1496187,60.32
2005-08-18,60.49,61.00,59.19,59.56,597114,59.56
2005-08-19,59.82,60.19,59.17,59.80,503237,59.80
2005-08-22,59.36,60.67,59.20,60.10,2140843,60.10
2005-08-23,60.32,60.50,59.86,60.06,3247494,60.06
2005-08-24,60.16,61.56,58.86,60.44,2369012,60.44
2005-08-25,60.34,60.76,58.76,59.40,1798698,59.40
2005-08-26,59.66,62.34,59.19,61.89,4979469,61.89
2005-08-29,61.69,61.99,59.10,59.56,1285820,59.56
2005-08-30,59.67,60.30,59.50,59.66,640732,59.66
2005-08-31,59.67,60.32,58.67,59.94,1373481,59.94
2005-09-01,60.02,62.00,60.02,61.48,3267755,61.48
2005-09-02,61.64,65.32,61.50,64.06,9347905,64.06
2005-09-05,63.34,64.34,61.38,61.92,3418653,61.92
2005-09-06,61.68,63.34,60.87,61.10,4126918,61.10
2005-09-08,61.66,64.50,61.66,64.17,5294021,64.17
2005-09-09,64.38,64.66,62.10,62.47,2141839,62.47
2005-09-12,62.50,63.17,62.17,62.30,709261,62.30
2005-09-13,62.50,63.66,62.50,63.52,1777405,63.52
2005-09-14,63.34,63.50,62.50,63.05,604422,63.05
2005-09-15,63.17,64.13,62.70,63.79,1379841,63.79
2005-09-16,63.79,65.00,63.79,64.69,2103357,64.69
2005-09-19,65.00,69.17,65.00,68.38,3531813,68.38
2005-09-20,68.00,68.34,65.50,67.69,1658863,67.69
2005-09-21,66.00,67.67,65.69,67.22,2612407,67.22
2005-09-22,66.99,68.66,65.09,65.96,4179025,65.96
2005-09-23,66.32,66.92,65.00,66.49,1854861,66.49
2005-09-26,66.52,69.17,66.19,66.48,2103999,66.48
2005-09-27,69.17,69.17,66.35,66.82,753694,66.82
2005-09-28,67.17,69.84,66.87,69.43,4902247,69.43
2005-09-29,69.34,70.34,68.02,68.59,4495329,68.59
2005-09-30,68.84,68.84,66.52,67.49,3760846,67.49
2005-10-03,66.84,68.67,66.84,68.39,600570,68.39
2005-10-04,68.50,69.59,67.00,67.76,1442928,67.76
2005-10-05,68.00,69.69,68.00,68.92,2191924,68.92
2005-10-06,69.30,71.57,68.18,70.76,3182355,70.76
2005-10-07,70.70,71.00,68.85,69.37,2454621,69.37
2005-10-10,69.50,69.83,68.00,68.18,702625,68.18
2005-10-11,68.84,69.34,67.43,68.70,541881,68.70
2005-10-13,68.76,68.76,66.69,68.07,361698,68.07
2005-10-14,68.64,68.64,66.02,66.42,1640528,66.42
2005-10-17,66.17,67.27,66.17,66.82,1102469,66.82
2005-10-18,67.16,67.84,65.52,67.26,2968532,67.26
2005-10-19,66.40,67.32,62.50,65.44,3417309,65.44
2005-10-20,66.67,66.67,64.67,65.75,1738437,65.75
2005-10-21,66.17,67.00,65.55,65.96,2513088,65.96
2005-10-24,66.44,68.13,65.35,67.63,2075068,67.63
2005-10-25,68.13,69.16,66.90,67.35,666999,67.35
2005-10-26,67.50,67.52,66.26,67.02,2515590,67.02
2005-10-27,66.67,67.17,63.36,64.19,5088034,64.19
2005-10-28,64.26,64.99,61.02,63.28,5377465,63.28
2005-10-31,62.84,62.84,60.50,61.27,3774261,61.27
2005-11-01,61.38,62.50,61.38,62.22,315254,62.22
2005-11-02,62.67,63.50,62.02,63.05,3077246,63.05
2005-11-07,62.84,65.24,62.68,64.79,3141113,64.79
2005-11-08,65.24,67.40,65.00,65.87,4942805,65.87
2005-11-09,66.17,67.30,65.84,66.55,2329924,66.55
2005-11-10,66.76,69.97,66.76,69.49,3017177,69.49
2005-11-11,69.97,73.07,69.97,72.52,4220867,72.52
2005-11-14,72.67,74.50,71.52,72.58,2428283,72.58
2005-11-16,72.84,74.49,72.00,73.38,1437546,73.38
2005-11-17,73.00,74.32,73.00,73.29,1903147,73.29
2005-11-18,73.50,74.52,72.36,72.93,3500237,72.93
2005-11-21,73.29,73.67,72.52,72.90,2734621,72.90
2005-11-22,72.52,72.52,70.34,71.40,1020411,71.40
2005-11-23,71.50,71.50,69.02,70.44,2137915,70.44
2005-11-24,71.32,71.92,70.37,70.82,1481476,70.82
2005-11-25,70.34,71.67,70.34,71.34,440864,71.34
2005-11-26,71.37,72.42,71.00,72.07,362118,72.07
2005-11-28,72.30,74.00,72.05,72.53,2794300,72.53
2005-11-29,72.53,73.82,72.26,72.60,1884290,72.60
2005-11-30,72.80,75.84,72.76,73.17,3981533,73.17
2005-12-01,73.34,74.09,72.36,73.92,1344833,73.92
2005-12-02,74.00,74.67,72.88,73.20,1838770,73.20
2005-12-05,73.14,73.34,69.85,70.07,1521374,70.07
2005-12-06,70.07,70.07,67.84,68.26,2539865,68.26
2005-12-07,68.47,69.00,67.10,67.44,3582445,67.44
2005-12-08,68.16,69.34,66.89,69.03,3902385,69.03
2005-12-09,68.34,69.17,67.68,68.16,1455071,68.16
2005-12-12,67.84,69.34,67.67,67.98,3383891,67.98
2005-12-13,67.90,68.83,67.52,68.36,2724182,68.36
2005-12-14,68.83,70.00,68.69,68.97,2561566,68.97
2005-12-15,69.50,69.98,67.88,68.16,1029927,68.16
2005-12-16,68.17,70.09,68.17,69.79,2711696,69.79
2005-12-19,69.17,71.50,69.17,70.13,2005364,70.13
2005-12-20,70.34,71.09,69.67,69.92,1244326,69.92
2005-12-21,70.68,71.00,69.86,70.27,2125526,70.27
2005-12-22,70.34,71.42,69.02,71.02,3078644,71.02
2005-12-23,71.42,72.99,70.10,70.20,1501227,70.20
2005-12-26,72.99,72.99,68.09,69.15,677204,69.15
2005-12-27,69.15,71.32,68.50,71.03,1223345,71.03
2005-12-28,71.03,73.50,70.86,72.96,3494285,72.96
2005-12-29,71.67,73.67,70.84,73.12,3566318,73.12
2005-12-30,72.50,73.34,71.67,72.53,636358,72.53
2006-01-02,72.53,73.84,71.02,73.23,867287,73.23
2006-01-03,73.34,73.92,72.76,73.35,1042178,73.35
2006-01-04,73.36,75.84,73.34,75.37,4625241,75.37
2006-01-05,75.34,77.34,74.22,76.80,3903699,76.80
2006-01-06,75.67,77.84,74.34,77.55,2816715,77.55
2006-01-09,76.67,78.34,75.84,77.76,3110970,77.76
2006-01-10,77.67,77.67,75.84,76.62,635518,76.62
2006-01-12,76.34,76.83,73.92,74.66,1272062,74.66
2006-01-13,75.00,75.50,73.87,74.14,847110,74.14
2006-01-16,74.13,75.26,73.34,73.76,873394,73.76
2006-01-17,74.00,74.00,72.00,72.34,356922,72.34
2006-01-18,72.00,78.52,70.84,73.06,549597,73.06
2006-01-19,72.67,73.34,71.34,71.49,1060543,71.49
2006-01-20,72.50,73.84,71.34,73.24,2807644,73.24
2006-01-23,73.00,78.18,71.97,72.42,2139451,72.42
2006-01-24,73.00,73.00,72.00,72.17,657789,72.17
2006-01-25,73.00,73.00,70.17,70.66,910190,70.66
2006-01-27,71.66,73.26,69.67,71.79,1125874,71.79
2006-01-30,71.67,71.67,69.38,70.12,440936,70.12
2006-01-31,69.50,69.97,68.68,69.05,646798,69.05
2006-02-01,69.05,69.34,66.67,69.00,2336151,69.00
2006-02-02,69.00,72.86,68.00,72.17,1947077,72.17
2006-02-03,73.00,74.34,71.17,72.46,3957474,72.46
2006-02-06,71.67,73.84,71.20,73.45,544125,73.45
2006-02-07,73.67,73.84,71.84,73.22,1104119,73.22
2006-02-08,73.46,73.46,70.84,71.33,2643078,71.33
2006-02-10,71.17,73.34,70.84,72.32,1844356,72.32
2006-02-13,71.22,74.32,71.22,73.97,765376,73.97
2006-02-14,74.17,75.24,73.36,74.10,2054375,74.10
2006-02-15,74.32,75.40,73.67,74.97,2495413,74.97
2006-02-16,75.50,76.67,75.22,75.89,4931315,75.89
2006-02-17,75.74,76.32,73.72,73.93,770229,73.93
2006-02-20,74.00,75.67,72.09,73.36,1896901,73.36
2006-02-21,73.30,74.17,72.17,73.37,1718866,73.37
2006-02-22,72.68,74.80,72.68,74.29,3988535,74.29
2006-02-23,74.80,75.00,73.70,74.39,3686876,74.39
2006-02-24,75.00,75.17,73.86,74.90,2461491,74.90
2006-02-27,73.86,75.34,73.86,74.80,2682898,74.80
2006-02-28,75.34,76.50,69.72,72.59,4706729,72.59
2006-03-01,70.84,73.47,70.34,73.12,3623177,73.12
2006-03-02,73.17,73.17,70.67,71.04,1405844,71.04
2006-03-03,70.97,73.17,69.56,70.86,2024389,70.86
2006-03-06,70.80,71.83,70.67,70.83,670088,70.83
2006-03-07,70.84,71.46,69.50,70.26,1439880,70.26
2006-03-08,70.84,71.34,69.67,69.96,2616871,69.96
2006-03-09,70.34,71.17,69.37,69.83,1132953,69.83
2006-03-10,70.24,70.34,68.92,69.16,915308,69.16
2006-03-13,70.30,70.30,68.67,69.26,1891783,69.26
2006-03-14,69.50,69.50,68.10,68.62,1872116,68.62
2006-03-16,69.17,70.42,68.50,69.13,1855425,69.13
2006-03-17,68.64,69.33,68.34,68.64,1070538,68.64
2006-03-20,69.34,69.96,68.72,69.73,602232,69.73
2006-03-21,69.96,70.49,69.42,69.72,413547,69.72
2006-03-22,69.76,71.39,69.19,71.18,710406,71.18
2006-03-23,71.39,73.67,71.39,73.15,2342691,73.15
2006-03-24,72.50,73.59,72.00,72.54,707431,72.54
2006-03-27,73.16,73.16,71.17,71.36,752830,71.36
2006-03-28,71.84,72.09,69.50,69.96,2036706,69.96
2006-03-29,70.00,70.24,64.36,69.52,1174891,69.52
2006-03-30,69.84,70.67,68.85,69.84,1351288,69.84
2006-03-31,69.85,71.32,69.03,70.89,1010805,70.89
2006-04-03,71.17,73.17,70.86,72.92,438704,72.92
2006-04-04,72.67,77.42,72.67,76.40,2778293,76.40
2006-04-05,76.50,77.34,75.72,76.66,2123780,76.66
2006-04-07,75.50,79.00,75.17,75.96,1428043,75.96
2006-04-10,78.33,78.33,73.72,75.82,550130,75.82
2006-04-12,73.72,78.17,72.69,76.57,1773469,76.57
2006-04-13,76.66,76.67,74.00,75.04,550682,75.04
2006-04-17,74.67,76.66,73.72,76.20,429693,76.20
2006-04-18,75.84,76.00,74.22,74.80,319874,74.80
2006-04-19,75.00,75.50,71.39,71.93,2429411,71.93
2006-04-20,71.39,72.50,71.34,71.60,1273868,71.60
2006-04-21,72.50,73.29,70.84,71.18,2709783,71.18
2006-04-24,72.49,72.77,70.68,72.37,1045640,72.37
2006-04-25,72.50,78.56,70.85,71.30,1200942,71.30
2006-04-26,71.67,75.00,70.84,74.60,1678200,74.60
2006-04-27,72.10,76.67,68.36,72.63,1758248,72.63
2006-04-28,70.17,74.17,70.17,73.36,698149,73.36
2006-04-29,72.02,73.66,71.84,73.02,111774,73.02
2006-05-02,73.34,76.42,70.84,73.62,4553016,73.62
2006-05-03,75.67,76.09,74.00,75.62,1030256,75.62
2006-05-04,76.09,82.17,75.17,80.26,3263585,80.26
2006-05-05,82.17,84.17,79.22,80.72,3762280,80.72
2006-05-08,82.50,82.50,80.04,80.58,1308853,80.58
2006-05-09,81.66,81.66,77.06,78.64,1213805,78.64
2006-05-10,78.96,78.96,76.75,77.36,2553058,77.36
2006-05-11,78.30,78.49,74.52,74.90,1939547,74.90
2006-05-12,75.00,75.67,71.02,71.78,3560372,71.78
2006-05-15,72.50,73.17,69.02,69.74,2768382,69.74
2006-05-16,69.17,70.84,67.77,69.20,1964584,69.20
2006-05-17,69.94,70.18,69.00,69.84,917162,69.84
2006-05-18,69.17,69.84,67.20,67.93,842658,67.93
2006-05-19,68.55,69.77,66.67,66.76,1149417,66.76
2006-05-22,68.30,68.30,58.36,65.60,1466507,65.60
2006-05-23,64.17,70.29,59.19,69.50,2035488,69.50
2006-05-24,69.96,70.84,65.00,66.75,3307977,66.75
2006-05-25,65.17,72.50,62.74,70.45,2309441,70.45
2006-05-26,69.72,72.50,69.17,70.10,793610,70.10
2006-05-29,70.84,71.49,68.35,68.80,667407,68.80
2006-05-30,68.35,69.59,67.00,68.73,1222301,68.73
2006-05-31,68.50,68.50,65.00,66.05,2227839,66.05
2006-06-01,65.85,67.34,60.93,62.10,931741,62.10
2006-06-02,63.84,64.84,58.76,64.46,987011,64.46
2006-06-05,64.46,65.00,60.02,62.37,948295,62.37
2006-06-06,63.00,64.25,57.50,59.13,1975995,59.13
2006-06-07,59.17,59.17,55.19,56.44,1615107,56.44
2006-06-08,55.50,56.50,51.59,53.00,1476022,53.00
2006-06-09,54.50,54.50,50.89,53.87,1239364,53.87
2006-06-12,54.15,54.15,49.67,50.86,2235038,50.86
2006-06-13,50.50,52.79,48.50,49.65,1702619,49.65
2006-06-14,51.34,54.17,51.34,53.06,2874180,53.06
2006-06-15,53.34,56.50,53.02,54.43,1311222,54.43
2006-06-16,55.00,57.00,53.34,56.43,1071318,56.43
2006-06-19,56.37,56.67,54.26,55.82,648616,55.82
2006-06-20,55.00,66.99,53.37,55.20,934873,55.20
2006-06-21,53.42,54.99,53.34,54.19,3081884,54.19
2006-06-22,54.99,56.84,54.67,55.30,849954,55.30
2006-06-23,55.30,56.94,54.67,56.10,672680,56.10
2006-06-25,56.34,57.50,56.00,57.15,93025,57.15
2006-06-26,57.34,57.50,53.10,54.16,1708733,54.16
2006-06-27,54.20,55.80,52.87,55.20,523096,55.20
2006-06-28,55.20,56.30,53.60,55.78,528400,55.78
2006-06-29,55.84,57.84,55.46,56.65,2524956,56.65
2006-06-30,57.67,61.47,54.68,55.76,3068703,55.76
